train_losses, train_accuracies, test_accuracies
0.07112280596743659,94.8599432349387,71.50262884699106
0.0507635680800012,95.34989771683891,84.43030485694831
0.049939321454320625,95.39120169457941,87.1127334427291
0.048994994784142244,95.41107225684377,81.43531696862128
0.04892883350142343,95.41391888233669,84.3090764988893
0.04831520488818359,95.41977958188095,76.17739972985946
0.048000394681667446,95.4200028466255,71.48856367837648
0.04775409199410616,95.4201702951839,76.3537724791534
0.047967950377513,95.42050519230071,83.60291573177946
0.047753214445472175,95.42067264085912,76.41248897670317
0.0476541996574228,95.42318436923523,70.44975051069957
0.04756458434933115,95.42284947211841,70.87773349854325
0.04765765891083121,95.42128661890662,71.87033254077224
0.0474512367963772,95.42072845704526,71.7374948371901
0.04754887268498737,95.42268202356001,69.0347498967438
0.047393977579199734,95.42229131025707,71.94512351673866
0.047525100674798905,95.42290528830456,70.70627239543217
0.04736142526988806,95.42245875881547,69.71568266300525
0.04744822261778724,95.42284947211841,73.9198285388969
0.04741952449423904,95.42262620737388,73.88008885614458
0.04743369287858742,95.4262542594727,81.07609702733778
0.04737606474727415,95.4260868109143,79.22820177935546
0.04744237502711622,95.42614262710043,77.9482714354286
0.047427355628281785,95.42413324439954,84.09363383677707
0.047406183667020735,95.42575191379748,85.45215051962984
0.04748367263981778,95.42586354616975,85.33449426788565
0.04738380377483061,95.42474722244704,89.60918924349485
0.047421810822126584,95.42575191379748,87.42707879843273
0.047364867196953014,95.42597517854203,90.15661453624014
0.04738181505763444,95.4248588548193,91.65444336537067
0.047478730851709595,95.42664497277566,90.64420704821227
0.04737826907369514,95.42591936235588,89.21290869919515
0.04728164272472751,95.42709150226474,90.00301396470313
0.04737296014236306,95.42653334040338,90.64443030485695
0.04739920795488482,95.42642170803111,89.37186743020439
0.04740352954926662,95.4274822155677,90.42318296998315
0.04734328301473193,95.4267007889618,91.78616478572944
0.047381470090570324,95.42798456124291,89.99453021220545
0.047473499049441883,95.42647752421725,88.92289831776118
0.04741219675573199,95.42619844328657,89.95635332596586
0.04732932494511936,95.42720313463701,91.65645267517274
0.0474156637331948,95.428431090732,95.0742886485159
0.047371581586028985,95.42770548031224,94.52463078932387
0.04735919649627559,95.42792874505678,94.46837011486555
0.047332748388802845,95.42675660514793,93.77694428630433
0.047338450588222274,95.42614262710043,93.30810533248496
0.047277276201387504,95.4292125173379,93.97787526651263
0.04736430359624066,95.42720313463701,94.32950448187714
0.04727036735416402,95.42792874505678,95.21293102485963
0.0473345687872489,95.42709150226474,95.39376890704709
0.047341009765676755,95.4276496641261,95.40582476585959
0.047405769064613384,95.42725895082314,95.45940636058181
0.04730994103363901,95.42848690691814,95.45002958150542
0.0473282371103181,95.42753803175383,95.30134065615128
0.047307586046565535,95.42720313463701,95.4299364834846
0.04736589030508561,95.4274822155677,95.37791768527511
0.04730930682744865,95.42837527454587,95.33036401995915
0.047302607658778896,95.42937996589632,95.44154582900774
0.04731014680653078,95.43183587808629,95.44846678499269
0.04737211620219308,95.43166842952787,95.47548083899846
0.04735353244350125,95.432952201809,95.42011319111884
0.04733776394737804,95.43189169427242,95.47749014880056
0.0472562503283513,95.43641280534942,95.37412232231561
0.0473099822252992,95.43557556255739,95.38751772099617
0.04725230356193574,95.43641280534942,95.45181563466282
0.0471875015080003,95.44244095345209,95.31763839121263
0.04715260054632763,95.44171534303233,95.37211301251354
0.04720200643026885,95.44517594657275,95.16359130638625
0.047215854463628686,95.44389217429162,95.41832713796144
0.047129672382737436,95.44082228405415,95.47302501590704
0.04707635572230845,95.4485249177409,95.40180614625542
0.04711180961658002,95.44735277783204,95.38595492448344
0.04712979714919759,95.44835746918248,95.38461538461539
0.04706749798001205,95.45377163923766,95.38841074757488
0.047029740891029286,95.45516704389105,95.40604802250427
0.04699915805064898,95.4546088820297,95.45784356406908
0.0470380183866153,95.45594847049696,95.37992699507718
0.0470769132210819,95.45499959533265,95.34576872844178
0.046875626949606036,95.46370692036984,95.41810388131677
0.04704721510156315,95.45427398491289,95.39198285388969
0.04694894004227801,95.45779040463944,95.34733152495451
0.04691215851794817,95.4620882509719,95.37903396849849
0.04685957799346601,95.46940017135569,95.50651351260842
0.0468577683614951,95.46393018511438,95.49334137057254
0.046844605525234166,95.47034904652,95.4899925209024
0.046784378790732,95.46744660484094,95.47391804248574
0.0467642736769054,95.47235842922089,95.46186218367325
0.04675178008706849,95.47447944429405,95.46476452005403
0.046720021689771137,95.4784423935097,95.50003906991282
0.046730216527061934,95.47492597378314,95.46543428998805
0.04665402882844366,95.47950290104627,95.46074590044987
0.04658503427599217,95.48352166644806,95.45829007735843
0.046491798637234884,95.48994052785368,95.45784356406908
0.04646267052050132,95.49178246199615,95.4576203074244
0.046526412889038395,95.48575431389348,95.46141567038389
0.046503349403654505,95.48977307929526,95.45717379413504
0.04649824142801629,95.49407092562772,95.45717379413504
0.04642333072615652,95.50272243447877,95.45739705077972
0.04643076673105462,95.49859203670472,95.45717379413504
0.046516760495873714,95.49663847018996,95.45717379413504
0.04647380277085916,95.4973082644236,95.45784356406908
